user_id, 01, 02, 04, 06, 07, 09, 10, 12, 13, 17, 19, 20, 22, 29
01, 0.0, 0.421804639, 0.156865628, 0.147479179, 0.05583418, 0.183939071, 0.285526881, 0.136398797, 0.207313801, 0.239898257, 0.077761759, 0.185873903, 0.345288954, 0.206676254
02, 0.421804639, 0.0, 0.461426293, 0.456813534, 0.411742424, 0.33319714, 0.158778064, 0.41958042, 0.500648405, 0.225074025, 0.468328446, 0.264069264, 0.136847466, 0.324392439
04, 0.156865628, 0.461426293, 0.0, 0.06686194, 0.180152085, 0.230858044, 0.33227299, 0.222035859, 0.075581968, 0.310584153, 0.1485973, 0.228070175, 0.360017691, 0.273914985
06, 0.147479179, 0.456813534, 0.06686194, 0.0, 0.166480759, 0.240573516, 0.326792678, 0.222935347, 0.109438208, 0.313572185, 0.156210832, 0.216710488, 0.361911636, 0.257699083
07, 0.05583418, 0.411742424, 0.180152085, 0.166480759, 0.0, 0.162772387, 0.281721568, 0.109294872, 0.239033347, 0.213771026, 0.09976784, 0.17521645, 0.315030558, 0.217765527
09, 0.183939071, 0.33319714, 0.230858044, 0.240573516, 0.162772387, 0.0, 0.188933873, 0.123422645, 0.287996991, 0.1308214, 0.197535339, 0.098020332, 0.263683001, 0.074999073
10, 0.285526881, 0.158778064, 0.33227299, 0.326792678, 0.281721568, 0.188933873, 0.0, 0.281241565, 0.384226438, 0.082284714, 0.323342475, 0.13283208, 0.109345763, 0.177576462
12, 0.136398797, 0.41958042, 0.222035859, 0.222935347, 0.109294872, 0.123422645, 0.281241565, 0.0, 0.283909976, 0.214414414, 0.177171216, 0.187545788, 0.33040293, 0.161893882
13, 0.207313801, 0.500648405, 0.075581968, 0.109438208, 0.239033347, 0.287996991, 0.384226438, 0.283909976, 0.0, 0.371642048, 0.187702493, 0.269661052, 0.393123188, 0.321025552
17, 0.239898257, 0.225074025, 0.310584153, 0.313572185, 0.213771026, 0.1308214, 0.082284714, 0.214414414, 0.371642048, 0.0, 0.271075045, 0.124096624, 0.158475864, 0.129176015
19, 0.077761759, 0.468328446, 0.1485973, 0.156210832, 0.09976784, 0.197535339, 0.323342475, 0.177171216, 0.187702493, 0.271075045, 0.0, 0.229646697, 0.379235565, 0.252528479
20, 0.185873903, 0.264069264, 0.228070175, 0.216710488, 0.17521645, 0.098020332, 0.13283208, 0.187545788, 0.269661052, 0.124096624, 0.229646697, 0.0, 0.2, 0.08349835
22, 0.345288954, 0.136847466, 0.360017691, 0.361911636, 0.315030558, 0.263683001, 0.109345763, 0.33040293, 0.393123188, 0.158475864, 0.379235565, 0.2, 0.0, 0.269115567
29, 0.206676254, 0.324392439, 0.273914985, 0.257699083, 0.217765527, 0.074999073, 0.177576462, 0.161893882, 0.321025552, 0.129176015, 0.252528479, 0.08349835, 0.269115567, 0.0
